test
[info] game starting...
[info] available moves: 20
[info] available moves: 20
[info] available moves: 20
[info] available moves: 20
[info] available moves: 17
[info] available moves: 20
[info] available moves: 16
[info] available moves: 19
[info] available moves: 16
[info] available moves: 19
[info] available moves: 16
[info] available moves: 19
[info] available moves: 16
[info] available moves: 18
[info] available moves: 14
[info] available moves: 17
[info] available moves: 14
